YearlyIncome,MaritalStatus,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HouseOwner,CarsOwned,Age
30000,M,M,1,0,Bachelors,Skilled Manual,1,1,48
20000,S,F,3,0,Partial High School,Manual,1,2,36
20000,S,F,3,0,Partial High School,Manual,0,2,47
30000,M,M,1,0,High School,Clerical,1,1,47
30000,M,F,1,0,High School,Clerical,1,1,53
30000,M,F,1,0,High School,Clerical,1,1,36
40000,M,F,1,0,Partial College,Clerical,1,1,53
40000,M,M,1,0,Partial College,Clerical,1,1,52
40000,M,M,1,0,Partial College,Clerical,1,1,52
40000,M,F,1,0,Partial College,Clerical,1,1,52
40000,M,F,1,0,Partial College,Clerical,1,1,35
80000,M,M,5,0,Graduate Degree,Skilled Manual,1,0,40
40000,M,M,1,0,Partial College,Clerical,1,1,50
40000,M,F,1,0,Partial College,Clerical,1,1,51
40000,M,F,1,0,Partial College,Clerical,1,1,51
40000,M,F,1,0,Partial College,Clerical,1,1,39
40000,M,F,1,0,Partial College,Clerical,1,1,51
40000,M,F,1,0,Partial College,Clerical,1,1,44
40000,M,M,1,0,Partial College,Clerical,1,1,49
40000,M,M,1,0,Partial College,Clerical,1,1,49
40000,M,F,1,0,Partial College,Clerical,1,1,50
40000,M,F,1,0,Partial College,Clerical,1,1,50
40000,M,F,1,0,Partial College,Clerical,1,1,44
60000,S,M,4,0,Graduate Degree,Skilled Manual,1,0,48
60000,M,M,4,0,Graduate Degree,Skilled Manual,1,0,49
60000,M,M,4,0,Graduate Degree,Skilled Manual,1,0,43
60000,M,M,4,0,Graduate Degree,Skilled Manual,1,0,49
60000,S,F,4,0,Graduate Degree,Skilled Manual,0,0,47
60000,M,M,4,0,Graduate Degree,Skilled Manual,1,0,42
60000,S,M,4,0,Graduate Degree,Skilled Manual,1,0,42
60000,S,M,4,0,Graduate Degree,Skilled Manual,0,0,48
20000,S,M,1,1,Partial College,Manual,0,0,33
20000,M,F,1,1,Partial College,Manual,1,1,39
30000,M,M,1,0,Bachelors,Clerical,1,0,33
30000,M,M,1,0,Bachelors,Clerical,1,0,39
30000,M,F,1,1,Bachelors,Clerical,1,0,39
40000,M,F,0,0,Graduate Degree,Clerical,1,0,33
40000,S,M,0,0,Graduate Degree,Clerical,1,0,38
40000,M,F,0,0,Bachelors,Clerical,1,0,33
40000,S,F,0,0,Bachelors,Clerical,1,0,33
10000,S,M,3,3,High School,Manual,1,1,34
20000,S,M,1,1,Partial College,Manual,0,1,40
20000,M,F,1,1,Partial College,Manual,1,1,39
10000,S,F,4,0,High School,Manual,1,2,80
40000,M,F,1,0,Bachelors,Clerical,1,0,75
20000,M,M,1,1,Partial College,Manual,1,1,40
30000,S,F,1,1,Bachelors,Clerical,0,0,40
30000,S,M,1,1,Bachelors,Clerical,0,0,39
30000,S,M,1,1,Bachelors,Clerical,0,1,34
30000,S,F,1,1,Bachelors,Clerical,0,1,34
10000,S,F,5,5,Partial High School,Manual,1,2,40
20000,M,M,1,1,High School,Manual,1,1,41
20000,S,M,1,1,High School,Manual,0,1,41
20000,S,M,1,1,High School,Manual,0,2,40
20000,S,M,2,2,High School,Manual,1,0,41
40000,M,F,0,0,Bachelors,Clerical,1,0,39
40000,M,F,0,0,Bachelors,Clerical,1,0,34
20000,S,F,2,2,High School,Manual,1,0,40
30000,M,M,1,1,Bachelors,Clerical,1,1,35
30000,M,F,1,1,Bachelors,Skilled Manual,1,2,41
30000,M,M,1,1,Bachelors,Skilled Manual,1,2,41
30000,M,M,1,1,Bachelors,Skilled Manual,1,2,35
20000,S,F,2,2,High School,Manual,1,1,36
20000,S,F,2,2,High School,Manual,1,1,41
20000,S,M,2,2,High School,Manual,1,2,42
30000,M,M,1,1,Bachelors,Skilled Manual,1,2,42
30000,M,F,1,1,Bachelors,Skilled Manual,1,2,41
10000,S,F,3,2,Partial High School,Manual,1,2,42
20000,S,M,3,3,High School,Manual,1,1,31
30000,M,M,1,0,Bachelors,Skilled Manual,1,1,73
40000,M,F,0,0,Bachelors,Professional,1,0,40
30000,S,F,2,2,Partial College,Clerical,1,0,38
30000,S,F,2,2,Partial College,Clerical,1,0,41
40000,M,M,1,0,Bachelors,Skilled Manual,1,0,41
40000,M,F,1,0,Bachelors,Skilled Manual,1,0,36
40000,M,M,1,0,Bachelors,Skilled Manual,1,0,41
30000,S,M,2,2,Partial College,Clerical,1,2,37
30000,M,F,2,2,Partial College,Clerical,0,2,42
40000,M,F,1,0,Bachelors,Skilled Manual,1,0,37
30000,S,F,2,2,Partial College,Clerical,1,2,32
30000,S,F,3,3,Partial College,Clerical,1,0,44
20000,S,M,0,0,High School,Manual,0,1,28
20000,S,M,0,0,High School,Manual,1,1,30
20000,S,M,4,4,High School,Manual,1,2,27
20000,S,M,5,5,High School,Manual,1,3,28
40000,M,M,1,0,Bachelors,Skilled Manual,1,0,43
30000,S,F,3,3,Partial College,Clerical,1,2,29
30000,S,F,3,3,Partial College,Clerical,1,3,29
20000,S,F,0,0,High School,Manual,0,1,29
30000,S,F,0,0,Partial College,Clerical,0,1,30
30000,S,M,0,0,Partial College,Clerical,1,1,29
30000,S,M,0,0,Partial College,Clerical,0,1,30
30000,S,M,0,0,Partial College,Clerical,0,1,30
30000,S,M,0,0,Partial College,Clerical,1,1,30
20000,S,F,0,0,High School,Manual,0,1,30
10000,S,F,0,0,Partial High School,Manual,0,2,26
20000,S,M,0,0,High School,Manual,1,1,26
20000,S,M,0,0,High School,Manual,0,1,31
30000,S,M,0,0,Partial College,Clerical,0,1,31
30000,S,M,0,0,Partial College,Clerical,0,1,32
20000,M,M,0,0,Partial High School,Manual,0,1,27
20000,S,M,0,0,Partial High School,Manual,0,2,27
30000,S,F,0,0,Partial College,Clerical,0,1,31
30000,S,F,0,0,Partial College,Clerical,0,1,31
40000,M,M,1,1,Bachelors,Skilled Manual,1,0,31
40000,M,F,1,1,Bachelors,Skilled Manual,1,0,32
60000,S,M,4,0,Graduate Degree,Skilled Manual,0,0,48
60000,M,M,4,0,Graduate Degree,Skilled Manual,1,0,48
50000,S,F,0,0,Graduate Degree,Skilled Manual,1,0,34
50000,S,F,0,0,Graduate Degree,Skilled Manual,1,0,34
50000,S,F,0,0,Graduate Degree,Skilled Manual,0,0,34
50000,M,M,0,0,Graduate Degree,Skilled Manual,1,0,33
50000,S,F,1,0,Graduate Degree,Skilled Manual,1,0,34
50000,S,M,1,0,Graduate Degree,Skilled Manual,1,0,28
50000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,34
50000,M,F,1,0,Graduate Degree,Skilled Manual,1,0,34
60000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,34
40000,S,F,1,0,Graduate Degree,Skilled Manual,1,0,35
40000,S,M,4,4,High School,Skilled Manual,1,3,36
60000,M,F,1,0,Graduate Degree,Skilled Manual,1,0,35
60000,M,M,1,1,Graduate Degree,Skilled Manual,1,0,36
60000,M,F,1,1,Graduate Degree,Skilled Manual,1,0,30
40000,M,M,1,1,Bachelors,Skilled Manual,1,0,35
60000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,35
60000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,29
60000,S,F,1,0,Graduate Degree,Professional,1,0,34
70000,M,F,1,0,Graduate Degree,Professional,1,0,29
70000,M,M,1,0,Graduate Degree,Professional,1,0,35
70000,M,F,1,0,Graduate Degree,Professional,1,0,34
50000,M,F,1,1,Bachelors,Skilled Manual,1,0,37
50000,M,M,1,1,Bachelors,Skilled Manual,1,0,36
50000,M,F,1,1,Bachelors,Skilled Manual,1,1,36
50000,M,F,1,1,Bachelors,Skilled Manual,1,1,36
40000,S,M,2,2,Bachelors,Skilled Manual,1,0,37
40000,S,F,2,2,Bachelors,Skilled Manual,1,0,37
40000,S,F,2,2,Bachelors,Skilled Manual,1,0,32
40000,S,M,2,2,Bachelors,Skilled Manual,0,0,37
60000,S,M,1,0,Graduate Degree,Professional,1,0,32
60000,M,M,1,0,Graduate Degree,Professional,1,0,32
60000,M,M,1,0,Graduate Degree,Professional,1,0,37
60000,M,F,1,0,Graduate Degree,Professional,1,0,30
60000,M,M,1,0,Graduate Degree,Professional,1,0,30
60000,S,F,1,0,Graduate Degree,Professional,1,0,30
60000,M,F,1,0,Graduate Degree,Professional,1,0,35
70000,S,F,2,0,Graduate Degree,Professional,1,0,30
70000,M,F,3,0,Graduate Degree,Professional,1,0,35
70000,M,F,3,0,Graduate Degree,Professional,1,0,36
60000,M,M,1,0,Graduate Degree,Professional,1,0,27
60000,S,M,1,0,Graduate Degree,Professional,1,0,38
60000,M,F,1,0,Graduate Degree,Professional,1,0,32
60000,S,M,1,0,Graduate Degree,Professional,1,0,31
60000,S,M,2,0,Graduate Degree,Professional,1,0,36
70000,M,M,4,0,Graduate Degree,Professional,1,0,37
70000,S,F,4,0,Graduate Degree,Professional,1,0,37
70000,M,F,4,0,Graduate Degree,Professional,1,0,36
80000,M,M,2,0,Graduate Degree,Professional,1,0,31
70000,M,M,2,2,Bachelors,Skilled Manual,1,1,40
70000,S,F,2,2,Bachelors,Skilled Manual,1,1,28
70000,S,F,2,2,Bachelors,Skilled Manual,1,1,34
70000,S,F,2,2,Bachelors,Skilled Manual,1,1,39
60000,S,F,3,3,Bachelors,Skilled Manual,0,0,41
60000,M,M,3,3,Bachelors,Skilled Manual,1,1,40
60000,S,F,3,3,Bachelors,Skilled Manual,1,1,35
60000,M,F,0,0,Graduate Degree,Professional,1,0,40
70000,S,M,4,0,Graduate Degree,Professional,1,0,35
80000,M,M,0,0,Graduate Degree,Professional,1,0,41
60000,S,M,2,0,Graduate Degree,Professional,1,0,32
70000,M,M,5,0,Graduate Degree,Professional,1,0,38
70000,M,M,5,5,Graduate Degree,Professional,1,2,38
70000,M,F,5,5,Graduate Degree,Professional,1,2,37
70000,M,F,5,5,Graduate Degree,Professional,1,2,37
70000,M,F,5,5,Graduate Degree,Professional,0,2,32
80000,M,M,2,0,Graduate Degree,Professional,1,0,38
40000,S,M,0,0,Bachelors,Professional,0,1,41
40000,M,M,0,0,Bachelors,Professional,0,1,42
40000,S,M,0,0,Bachelors,Professional,0,1,36
40000,S,M,0,0,Bachelors,Professional,0,1,36
80000,S,F,3,3,Bachelors,Skilled Manual,1,2,36
80000,M,M,3,3,Bachelors,Skilled Manual,1,2,41
60000,M,F,0,0,Graduate Degree,Professional,1,0,36
40000,S,F,0,0,Bachelors,Professional,0,1,38
40000,M,M,0,0,Bachelors,Professional,0,1,43
50000,S,F,4,4,Bachelors,Skilled Manual,0,2,37
50000,M,M,4,4,Bachelors,Skilled Manual,1,4,43
50000,M,M,5,5,Bachelors,Skilled Manual,1,3,43
50000,S,F,5,5,Bachelors,Skilled Manual,1,3,37
50000,M,M,4,2,Bachelors,Skilled Manual,1,2,37
50000,M,M,4,2,Bachelors,Skilled Manual,1,2,37
60000,S,M,4,2,Bachelors,Skilled Manual,0,2,44
60000,S,M,4,2,Bachelors,Professional,0,2,43
60000,M,M,4,2,Bachelors,Professional,1,2,27
60000,S,F,4,2,Bachelors,Professional,1,2,38
60000,S,F,0,0,Bachelors,Professional,0,1,39
60000,S,M,0,0,Bachelors,Professional,0,1,39
60000,S,F,2,2,Graduate Degree,Professional,1,0,33
60000,M,M,4,2,Bachelors,Professional,1,2,44
60000,S,F,4,2,Bachelors,Professional,1,3,43
60000,S,F,4,2,Bachelors,Professional,1,3,38
60000,S,F,3,2,Graduate Degree,Professional,0,0,44
40000,M,F,3,2,High School,Skilled Manual,1,2,45
70000,S,M,1,0,Bachelors,Professional,0,1,39
70000,M,F,1,0,Partial College,Skilled Manual,1,1,44
70000,M,M,1,0,Partial College,Skilled Manual,1,1,45
70000,M,F,1,0,Partial College,Skilled Manual,1,1,44
70000,M,F,1,0,Partial College,Skilled Manual,1,1,44
40000,S,M,4,2,High School,Skilled Manual,1,2,45
60000,M,M,1,0,Partial College,Skilled Manual,0,1,40
60000,M,F,1,0,Partial College,Skilled Manual,1,1,40
40000,M,M,4,2,High School,Skilled Manual,1,2,41
40000,M,F,4,2,High School,Skilled Manual,1,2,47
40000,M,F,4,2,High School,Skilled Manual,1,2,41
60000,M,M,1,0,Partial College,Skilled Manual,1,1,47
70000,S,M,0,0,Partial College,Skilled Manual,0,1,39
70000,S,M,0,0,Partial College,Skilled Manual,0,1,40
70000,S,M,0,0,Partial College,Skilled Manual,0,1,39
70000,S,M,0,0,Partial College,Skilled Manual,0,1,39
60000,S,M,0,0,Graduate Degree,Professional,0,1,39
60000,M,M,1,0,Partial College,Skilled Manual,1,1,47
60000,M,M,1,0,Partial College,Skilled Manual,1,1,41
60000,M,F,1,0,Partial College,Skilled Manual,1,1,46
60000,M,F,1,0,Partial College,Skilled Manual,1,1,46
60000,M,M,1,0,Partial College,Skilled Manual,1,1,42
60000,M,F,1,0,Partial College,Skilled Manual,1,1,42
60000,M,M,1,0,Partial College,Skilled Manual,0,1,42
60000,M,F,1,0,Partial College,Skilled Manual,1,1,48
60000,M,M,1,0,Partial College,Skilled Manual,0,1,42
60000,M,F,4,3,Bachelors,Professional,1,0,42
60000,M,M,4,3,Bachelors,Professional,1,0,42
70000,M,M,2,0,Graduate Degree,Professional,1,1,48
70000,M,F,5,5,Graduate Degree,Professional,0,3,48
80000,M,F,4,0,Graduate Degree,Professional,1,0,47
60000,S,M,3,2,Bachelors,Professional,0,1,48
60000,M,M,1,0,Bachelors,Professional,1,1,38
60000,M,F,1,0,Bachelors,Professional,1,1,48
60000,M,F,1,0,Bachelors,Professional,1,1,48
60000,S,M,1,0,Bachelors,Professional,1,1,48
70000,M,F,5,4,Graduate Degree,Professional,1,1,49
70000,M,M,5,4,Graduate Degree,Professional,1,1,48
80000,M,M,4,4,Graduate Degree,Management,0,1,32
60000,M,F,2,2,Bachelors,Professional,1,1,28
80000,M,F,4,4,Graduate Degree,Management,1,1,36
80000,M,F,4,4,Graduate Degree,Management,1,1,31
80000,M,F,4,4,Graduate Degree,Management,1,1,37
90000,M,F,2,0,Bachelors,Professional,1,0,36
60000,M,M,2,2,Bachelors,Professional,1,1,39
60000,S,F,2,2,Bachelors,Professional,0,1,38
70000,M,M,5,5,Bachelors,Professional,1,3,33
70000,M,M,5,5,Bachelors,Professional,1,3,33
110000,M,F,1,0,Graduate Degree,Management,0,1,32
70000,M,F,5,5,Bachelors,Professional,1,4,39
70000,S,M,5,5,Bachelors,Professional,1,4,40
70000,M,M,5,5,Bachelors,Professional,1,4,28
80000,M,M,5,5,Graduate Degree,Management,1,2,40
80000,S,F,5,5,Graduate Degree,Management,1,3,39
80000,M,M,5,5,Bachelors,Professional,1,3,29
90000,S,F,0,0,Bachelors,Professional,0,0,40
90000,S,F,0,0,Bachelors,Professional,0,0,35
90000,M,M,2,0,Bachelors,Professional,1,0,29
50000,S,F,0,0,Graduate Degree,Skilled Manual,1,0,33
50000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,33
50000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,33
50000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,28
50000,S,M,1,0,Graduate Degree,Skilled Manual,1,0,33
50000,M,F,1,0,Graduate Degree,Skilled Manual,1,0,34
50000,S,F,1,0,Graduate Degree,Skilled Manual,1,0,34
50000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,34
40000,S,F,1,0,Graduate Degree,Skilled Manual,1,0,34
60000,S,F,1,0,Graduate Degree,Skilled Manual,1,0,36
60000,S,F,1,0,Graduate Degree,Skilled Manual,1,0,35
60000,S,F,1,0,Graduate Degree,Skilled Manual,1,0,35
60000,M,M,1,1,Graduate Degree,Skilled Manual,1,0,36
60000,M,F,1,1,Graduate Degree,Skilled Manual,1,0,30
60000,M,F,1,1,Graduate Degree,Skilled Manual,1,0,30
40000,M,M,1,1,Graduate Degree,Skilled Manual,1,0,34
40000,M,M,1,1,Bachelors,Skilled Manual,1,0,29
60000,S,M,1,0,Graduate Degree,Skilled Manual,1,0,34
60000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,34
70000,S,F,1,0,Graduate Degree,Professional,1,0,35
50000,M,F,1,1,Bachelors,Skilled Manual,1,0,31
50000,M,M,1,1,Bachelors,Skilled Manual,1,0,31
60000,M,M,1,0,Graduate Degree,Professional,1,0,37
40000,M,F,1,1,Bachelors,Skilled Manual,1,1,38
40000,M,M,1,1,Bachelors,Skilled Manual,1,1,32
40000,S,F,2,2,Bachelors,Skilled Manual,1,0,37
40000,S,F,2,2,Bachelors,Skilled Manual,1,0,38
40000,S,F,2,2,Bachelors,Skilled Manual,0,0,27
40000,S,M,2,2,Bachelors,Skilled Manual,1,0,32
40000,M,M,2,2,Bachelors,Skilled Manual,1,0,38
40000,M,M,2,2,Bachelors,Skilled Manual,1,0,32
60000,M,F,1,0,Graduate Degree,Professional,1,0,37
60000,M,M,1,0,Graduate Degree,Professional,1,0,37
60000,M,F,1,0,Graduate Degree,Professional,1,0,35
60000,S,F,1,0,Graduate Degree,Professional,1,0,35
60000,M,F,1,0,Graduate Degree,Professional,1,0,36
70000,M,M,2,0,Graduate Degree,Professional,1,0,36
70000,M,F,2,0,Graduate Degree,Professional,1,0,30
70000,M,M,3,0,Graduate Degree,Professional,1,0,35
60000,M,M,1,0,Graduate Degree,Professional,1,0,38
60000,M,M,2,2,Bachelors,Skilled Manual,1,0,39
40000,S,M,0,0,Bachelors,Professional,0,1,34
40000,S,F,0,0,Bachelors,Professional,1,1,34
40000,M,M,0,0,Bachelors,Professional,0,1,39
40000,M,F,0,0,Bachelors,Professional,0,1,39
60000,M,M,2,0,Graduate Degree,Professional,1,0,36
70000,M,F,3,0,Graduate Degree,Professional,1,0,31
70000,M,M,4,0,Graduate Degree,Professional,1,0,31
70000,S,F,4,0,Graduate Degree,Professional,1,0,31
70000,M,M,4,0,Graduate Degree,Professional,1,0,37
70000,M,M,2,2,Bachelors,Skilled Manual,1,1,39
60000,M,F,0,0,Graduate Degree,Professional,1,0,35
60000,M,M,0,0,Graduate Degree,Professional,1,0,41
60000,M,F,0,0,Graduate Degree,Professional,1,0,41
70000,M,F,0,0,Graduate Degree,Professional,1,0,35
70000,M,F,4,0,Graduate Degree,Professional,1,0,35
70000,S,F,5,0,Graduate Degree,Professional,1,0,41
70000,M,F,5,0,Graduate Degree,Professional,1,0,41
60000,M,F,2,0,Graduate Degree,Professional,1,0,32
70000,M,F,5,5,Graduate Degree,Professional,1,2,32
70000,M,F,5,5,Graduate Degree,Professional,1,2,37
80000,M,F,3,0,Graduate Degree,Professional,1,0,38
80000,M,M,3,0,Graduate Degree,Professional,1,0,37
40000,S,F,0,0,Bachelors,Professional,0,1,36
80000,M,M,3,3,Bachelors,Skilled Manual,1,1,30
80000,S,M,3,3,Bachelors,Skilled Manual,0,1,30
80000,S,M,3,3,Bachelors,Skilled Manual,1,2,42
80000,M,M,3,3,Bachelors,Skilled Manual,1,2,42
80000,S,F,3,3,Bachelors,Skilled Manual,1,2,36
80000,S,M,3,3,Bachelors,Skilled Manual,0,2,42
60000,S,M,0,0,Graduate Degree,Professional,1,1,36
60000,M,M,0,0,Graduate Degree,Professional,1,1,36
40000,M,M,0,0,Bachelors,Professional,0,1,43
50000,S,M,4,4,Bachelors,Skilled Manual,1,3,42
50000,S,F,4,4,Bachelors,Skilled Manual,0,3,37
50000,S,F,4,4,Bachelors,Skilled Manual,1,3,43
30000,S,F,2,0,High School,Skilled Manual,0,2,82
50000,S,F,4,2,Bachelors,Skilled Manual,1,2,43
50000,S,F,4,2,Bachelors,Skilled Manual,0,2,42
50000,M,M,4,2,Bachelors,Skilled Manual,1,2,37
50000,S,F,4,2,Bachelors,Skilled Manual,1,2,42
50000,S,F,4,2,Bachelors,Skilled Manual,1,2,32
60000,S,F,4,2,Bachelors,Professional,1,2,43
60000,S,M,4,2,Bachelors,Professional,0,2,43
60000,S,F,0,0,Bachelors,Professional,1,1,33
60000,S,M,2,2,Graduate Degree,Professional,0,0,39
60000,M,M,4,2,Bachelors,Professional,1,4,38
60000,M,M,3,2,Graduate Degree,Professional,1,0,43
60000,S,F,3,2,Graduate Degree,Professional,0,0,38
40000,M,M,3,2,High School,Skilled Manual,1,2,44
70000,M,M,1,0,Partial College,Skilled Manual,1,1,44
70000,M,F,1,0,Partial College,Skilled Manual,1,1,45
70000,M,F,1,0,Partial College,Skilled Manual,1,1,45
40000,S,F,4,2,High School,Skilled Manual,1,2,40
60000,M,F,1,0,Partial College,Skilled Manual,1,1,45
60000,M,F,1,0,Partial College,Skilled Manual,1,1,45
60000,M,F,1,0,Partial College,Skilled Manual,1,1,46
60000,M,M,1,0,Partial College,Skilled Manual,0,1,46
40000,M,M,4,2,High School,Skilled Manual,1,2,41
70000,S,F,0,0,Partial College,Skilled Manual,1,1,39
70000,S,F,0,0,Partial College,Skilled Manual,0,1,28
70000,S,F,0,0,Partial College,Skilled Manual,0,1,34
70000,S,M,0,0,Partial College,Skilled Manual,0,1,34
60000,S,F,0,0,Graduate Degree,Professional,0,1,34
60000,M,M,0,0,Graduate Degree,Professional,0,1,40
60000,S,M,0,0,Bachelors,Professional,0,1,34
60000,M,M,1,0,Partial College,Skilled Manual,0,1,46
60000,M,F,1,0,Partial College,Skilled Manual,1,1,46
60000,M,F,1,0,Partial College,Skilled Manual,1,1,46
60000,M,F,1,0,Partial College,Skilled Manual,1,1,41
60000,M,M,1,0,Partial College,Skilled Manual,1,1,41
60000,M,F,1,0,Partial College,Skilled Manual,1,1,47
60000,M,M,4,3,Bachelors,Professional,1,0,47
60000,M,M,4,3,Bachelors,Professional,1,0,37
70000,M,F,5,5,Graduate Degree,Professional,1,3,47
80000,M,F,5,0,Graduate Degree,Professional,1,0,42
80000,M,M,2,0,Graduate Degree,Professional,1,0,42
60000,M,F,3,2,Bachelors,Professional,1,1,49
60000,M,M,1,0,Bachelors,Professional,1,1,49
60000,M,M,1,0,Bachelors,Professional,1,1,43
60000,S,M,1,0,Bachelors,Professional,1,1,49
70000,M,F,5,4,Graduate Degree,Professional,1,1,48
70000,M,F,5,4,Graduate Degree,Professional,1,2,43
90000,M,M,1,0,Graduate Degree,Management,1,0,37
90000,M,M,2,0,Graduate Degree,Management,1,0,38
100000,M,F,1,0,Graduate Degree,Management,1,0,32
100000,M,M,1,0,Graduate Degree,Management,1,0,37
100000,M,M,1,0,Graduate Degree,Management,1,0,37
60000,S,M,2,2,Bachelors,Professional,0,1,38
80000,M,F,4,4,Graduate Degree,Management,1,1,37
80000,S,F,4,4,Graduate Degree,Management,1,1,36
90000,S,M,2,0,Bachelors,Professional,1,0,31
60000,S,F,2,2,Bachelors,Professional,0,1,39
70000,M,M,5,5,Bachelors,Professional,1,3,40
110000,S,F,1,0,Graduate Degree,Management,1,0,27
110000,S,F,1,0,Graduate Degree,Management,1,1,26
110000,S,M,1,0,Graduate Degree,Management,1,1,38
80000,M,F,5,5,Graduate Degree,Management,1,3,40
80000,S,F,5,5,Graduate Degree,Management,1,3,39
80000,S,M,5,5,Graduate Degree,Management,1,3,40
80000,M,F,5,5,Graduate Degree,Management,0,3,41
80000,M,F,5,5,Graduate Degree,Management,1,3,41
80000,M,F,5,5,Graduate Degree,Management,1,3,40
60000,S,F,3,3,Bachelors,Professional,1,1,41
60000,M,F,3,3,Bachelors,Professional,1,1,42
70000,S,F,0,0,Bachelors,Professional,0,1,33
70000,S,M,0,0,Bachelors,Professional,1,1,39
70000,S,M,0,0,Bachelors,Professional,0,1,36
70000,S,M,0,0,Bachelors,Professional,1,1,41
60000,M,F,3,3,Bachelors,Professional,1,2,43
60000,M,M,4,4,Bachelors,Professional,1,2,43
60000,S,F,4,4,Bachelors,Professional,1,3,37
60000,M,M,4,4,Bachelors,Professional,1,3,42
90000,S,M,4,4,Partial College,Skilled Manual,0,2,27
60000,M,F,0,0,Partial College,Skilled Manual,0,1,27
60000,S,M,0,0,Partial College,Skilled Manual,0,1,27
40000,S,F,0,0,Partial College,Skilled Manual,1,1,28
40000,S,M,0,0,Partial College,Skilled Manual,0,1,29
40000,S,F,0,0,Partial College,Skilled Manual,0,1,28
60000,M,F,0,0,Partial College,Skilled Manual,1,2,28
30000,S,F,2,0,Partial College,Clerical,1,2,50
20000,M,F,4,0,High School,Skilled Manual,0,2,60
70000,S,M,0,0,Partial College,Skilled Manual,1,2,28
70000,M,F,0,0,Partial College,Skilled Manual,0,2,28
40000,S,M,0,0,Partial High School,Clerical,0,2,30
40000,S,M,0,0,Partial High School,Clerical,1,2,29
30000,S,F,0,0,Partial College,Skilled Manual,1,1,29
30000,M,M,0,0,Partial College,Skilled Manual,1,1,30
30000,M,M,0,0,Partial College,Skilled Manual,0,2,30
60000,M,M,0,0,Partial College,Skilled Manual,1,2,29
60000,S,M,0,0,Partial College,Skilled Manual,0,2,30
100000,M,M,3,0,Bachelors,Management,1,3,29
60000,S,M,0,0,Partial College,Skilled Manual,1,2,30
20000,M,M,2,1,Partial High School,Clerical,1,2,58
20000,M,F,2,1,Partial High School,Clerical,1,2,58
30000,S,F,3,0,Partial College,Clerical,0,2,56
20000,M,M,0,0,Partial College,Skilled Manual,0,2,26
30000,S,F,3,0,High School,Skilled Manual,1,2,56
30000,S,F,3,0,High School,Skilled Manual,0,2,55
30000,M,F,3,0,High School,Skilled Manual,1,2,56
70000,S,F,0,0,Partial College,Skilled Manual,1,2,26
70000,M,F,0,0,Partial College,Skilled Manual,1,2,27
40000,M,F,2,0,Partial College,Skilled Manual,1,2,54
80000,S,M,2,0,Partial College,Skilled Manual,0,2,52
40000,S,F,0,0,High School,Skilled Manual,0,2,31
